ID,Description,Calories,Protein,TotalFat,Carbohydrate
16582,"GARDENBURGER,GOURMET HULA STEAK",162,3.8,5.4,30.5
5138,"CHICKEN,CAPONS,GIBLETS,CKD,SIMMRD",164,26.39,5.4,0.76
10010,"PORK,FRSH,LEG (HAM),WHL,LN,RAW",136,20.48,5.41,0
13349,"BEEF,CHK,UND BLADE POT RST OR STK,BNLESS,LN,0"" FAT,SEL, RAW",134,21.03,5.41,0.19
5222,"TURKEY,FRYER-ROASTERS,LEG,MEAT&SKN,CKD,RSTD",170,28.49,5.41,0
5179,"TURKEY,ALL CLASSES,NECK,MEAT ONLY,RAW",135,20.14,5.42,0
23509,"BEEF,CHUCK,MOCK TENDER STK,LN,0"" FAT,ALL GRDS,CKD,BRLD",159,25.9,5.42,0
17086,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN,RAW",135,20.25,5.43,0
17333,"GAME MEAT,BISON,CHUCK,SHLDR CLOD,LN,3-5 LB RST,CKD,BRSD",193,33.78,5.43,0
8347,"CEREALS RTE,MALT-O-MEAL,BERRY COLOSSAL CRUNCH",412,4.89,5.44,85.9
35131,"CORNMEAL,BLUE (NAVAJO)",398,10.4,5.44,76.93
17122,"VEAL,SHLDR,ARM,LN&FAT,RAW",132,19.34,5.44,0
15189,"BLUEFISH,COOKED,DRY HEAT",159,25.69,5.44,0
23085,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",181,32.96,5.44,0
19103,"CANDIES,FUDGE,VANILLA,PREPARED-FROM-RECIPE",383,1.05,5.45,82.15
10058,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,CKD,BRLD",174,29.29,5.45,0
23608,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",185,31.82,5.45,0
8410,"CEREALS,QUAKER,INST OATMEAL,CINNAMON-SPICE,DRY",366,10.03,5.46,73.49
10871,"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN,HTD,RSTD",123,13.88,5.46,4.49
10922,"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN & FAT,HTD,RSTD",123,13.88,5.46,4.49
23656,"BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,RAW",141,21.57,5.47,0
10211,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN&FAT,CKD,BRSD",171,28.41,5.47,0
8346,"CEREALS RTE,MALT-O-MEAL,COLOSSAL CRUNCH",415,4.2,5.48,86.6
18376,"BREAD CRUMBS,DRY,GRATED,SEASONED",383,14.13,5.48,68.49
17222,"VEAL,VAR MEATS&BY-PRODUCTS,TONGUE,RAW",131,17.18,5.48,1.91
10917,"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN & FAT,HTD,RSTD",126,17.77,5.48,1.39
2029,"PARSLEY,DRIED",292,26.63,5.48,50.64
16059,"CHILI WITH BEANS,CANNED",112,5.71,5.49,11.91
5073,"CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT ONLY,CKD,RST",149,23.36,5.49,0
18496,"TOASTER PASTRIES,KELLOGG,KELLOGG'S LF POP TARTS,STRAWBERRY",369,4.5,5.5,76.6
18453,"CAKE,YELLOW,DRY MIX,LIGHT",404,4.7,5.5,84.1
18494,"TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TRTS,FRSTD BRWN SGR CINN",376,4.7,5.5,78.3
8286,"CEREALS RTE,KELLOGG,KELLOGG'S MUESLIX",357,9.1,5.5,73
8607,"CEREALS RTE,BEAR NAKED CRANBERRY RAISIN",375,9.1,5.5,78.4
8587,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K LOFAT GRANOLA",377,13.1,5.5,75.1
43327,"PORK,CURED,HAM,BNLESS,LO NA,EX LN (APPROXIMATLY 5% FAT),RSTD",145,20.9,5.5,1.5
15080,"FISH,SALMON,CHUM,CND,DRND SOL W/ BONE",141,21.43,5.5,0
15180,"SALMON,CHUM,CND,WO/SALT,DRND SOL W/BONE",141,21.43,5.5,0
8561,"CEREALS,KASHI GO LN HOT CRL,HEARTY HONEY & CINN,DRY",362,22,5.5,63
10153,"PORK,CURED,HAM,WHL,LN,RSTD",157,25.05,5.5,0
23239,"BEEF,LOIN,TOP SIRLIN PETITE RST,BNLS,LN,0"" FAT,CHOC,CKD,RSTD",167,29.32,5.5,0
8221,"CEREALS,QUAKER,CORN GRITS,INST,BUTTER FLAVOR,DRY",366,8.09,5.51,75.04
23039,"BF,CHUCK,SHLDR CLOD, TOP & CNTR,STK,LN & FAT,0"" FAT,SEL,RAW",140,21.13,5.51,0
5234,"TURKEY,YOUNG HEN,MEAT ONLY,CKD,RSTD",175,29.25,5.51,0
8220,"CEREALS RTE,QUAKER,LOFAT 100% NAT GRANOLA W/ RAISINS",388,8.42,5.52,80.57
23547,"BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",153,25.87,5.52,0
11394,"POTATOES,FRENCH FR,SHOESTRING,SALT ADDED IN PROC,FRZ,AS PRCH",167,2.41,5.53,26.78
22905,"BEEF STEW,CANNED ENTREE",99,4.41,5.53,7.85
10134,"PORK,CURED,HAM,BNLESS,EX LN (APPROX 5% FAT),RSTD",145,20.93,5.53,1.5
23063,"BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,ALL,RAW",142,21.59,5.53,0
10212,"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BNLESS,LN&FAT,CKD,BRLD",170,28.19,5.53,0
5040,"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,CKD,FRIED",192,32.82,5.54,0.42
17177,"GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,RAW",136,20.05,5.55,0
14228,"COFFEE,INST,W/SUGAR,CAPPUCCINO-FLAVOR PDR",406,3.1,5.56,85.94
8270,"CEREALS RTE,GENERAL MILLS,COUNT CHOCULA",370,3.7,5.56,85.19
8271,"CEREALS RTE,GENERAL MILLS,COCOA PUFFS",370,3.7,5.56,85.19
8583,"CEREALS RTE,GENERAL MILLS,FRUITY CHEERIOS",370,3.7,5.56,85.19
19876,"ICE CREAMS,BREYERS,ALL NAT LT FRENCH VANILLA",173,4.82,5.56,26.03
8360,"CEREALS RTE,QUAKER,OATMEAL CRL,BROWN SUGAR BLISS",384,8.78,5.56,79.69
35150,"FISH,SALMON,COHO (SILVER),RAW (ALASKA NATIVE)",140,22.56,5.57,0
8580,"INCAPARINA,DRY MIX (CORN & SOY FLOURS),UNPREP",379,21.75,5.58,60.53
12001,"BREADFRUIT SEEDS,RAW",191,7.4,5.59,29.24
11930,"POTATOES,MSHD,PREP FROM FLAKES,WO/MILK,WHL MILK&MARGARINE",113,1.9,5.6,15.02
19293,"FROZEN YOGURTS,VANILLA,SOFT-SERVE",159,4,5.6,24.2
8644,"CEREALS RTE,GENERAL MILLS,COCOA PUFFS COMBOS,CHOC & VANILLA",390,4.2,5.6,84.6
8582,"CEREALS RTE,GENERAL MILLS,DORA THE EXPLORER",365,5.4,5.6,83
18017,"BISCUITS,MXD GRAIN,REFR DOUGH",263,6.1,5.6,47.4
43245,"CEREALS RTE,WHEAT&BRAN,PRESWEETENED W/NUTS&FRUITS",385,7.1,5.6,76.2
43285,"EGGS,SCRMBLD,FRZ MIXTURE",131,13.1,5.6,7.5
16504,"LOMA LINDA TENDER ROUNDS W/ GRAVY,CND,UNPREP",145,16.3,5.6,7.4
7251,"LOUIS RICH,CHICK (WHITE,OVEN RSTD)",128,17,5.6,2.3
22118,"MORNINGSTAR FARMS GARDEN VEGGIE PATTIES,FRZ,UNPREP",176,17.8,5.6,13.7
15008,"CARP,RAW",127,17.83,5.6,0
15085,"SALMON,SOCKEYE,RAW",142,21.31,5.61,0
23256,"BEEF,LOIN,TOP SIRLOIN FILET,BNLS,LN,0"" FAT,ALL GRDS,CKD,GRLD",172,30.43,5.62,0
23646,"BEEF,BTTM SIRLOIN,TRI-TIP RST,LN,0"" FAT,ALL GRDS,RAW",142,21.26,5.63,0
13491,"BEEF,RND,TOP RND,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",186,31.7,5.63,0
17300,"LAMB,AUS,IMP,FRSH,LEG,SIRLOIN HALF,BNLESS,LN,1/8""FAT,RAW",138,20.48,5.64,0
10207,"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,RAW",140,20.76,5.64,0
5216,"TURKEY,FRYER-ROASTERS,BACK,MEAT ONLY,CKD,RSTD",170,28.02,5.64,0
5198,"TURKEY,FRYER-ROASTERS,MEAT&SKN&GIBLETS&NECK,CKD,RSTD",171,28.08,5.64,0.04
6312,"CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF ASPARAGUS SOUP,COND",89,1.61,5.65,7.26
6344,"CAMPBELL,CAMPBELL'S RED&WHITE,CREAMY CHICK VERDE SOUP,COND",89,1.61,5.65,8.06
6343,"CAMPBELL,CAMPBELL'S RED&WHITE,CREAMY CHICK NOODLE SOUP,COND",97,3.23,5.65,8.87
17332,"GAME MEAT BISON,TOP SIRLOIN,LN,1"" STEAK,CKD,BRLD",171,28.05,5.65,0
21413,"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ COOKIE PIECES",169,3.97,5.66,25.55
8625,"CEREALS RTE,QUAKER,CAP'N CRUNCH'S HALLOWEEN CRUNCH",401,4.41,5.66,85.14
10024,"PORK,FRSH,LOIN,WHL,LN,RAW",143,21.43,5.66,0
17198,"VEAL,VAR MEATS&BY-PRODUCTS,KIDNEYS,CKD,BRSD",163,26.32,5.66,0
17335,"GAME MEAT,BISON,RIBEYE,LN,1"" STEAK,CKD,BRLD",177,29.45,5.67,0
19883,"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA FUDGE TWIRL",153,3.53,5.68,25.63
17191,"LAMB,VAR MEATS&BY-PRODUCTS,HEART,RAW",122,16.47,5.68,0.21
13961,"BEEF,CHUCK,MOCK TENDER STEAK,LN,0"" FAT,CHOIC,CKD,BRLD",161,25.74,5.69,0
18073,"BREAD,WHITE,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",285,7.9,5.7,49.6
19433,"TORTILLA CHIPS,LOFAT,BKD WO/FAT",415,11,5.7,80
19833,"TORTILLA CHIPS,LOFAT,UNSALTED",416,11,5.7,80.1
22123,"MORNINGSTAR FARMS SPICY BLACK BEAN BURGER,FRZ,UNPREP",171,16.1,5.7,19.7
8386,"CEREALS RTE,KASHI GOLEAN CRUNCH!",373,18.3,5.7,69
23244,"BEEF,LOIN,TOP SIRLOIN CAP STEK,BNLS,LN,1/8"" FAT,ALL GRDS,RAW",136,21.29,5.7,0
6119,"GRAVY,CHICK,CND,RTS",79,1.93,5.71,5.42
27005,"CAMPBELL,CAMPBELL'S CHUNKY SOUPS,BF STROGANOF -",102,4.9,5.71,7.35
8638,"CEREALS,QUAKER,INST OATMEAL,WOMEN FOR SELF,ASSORTED FLAVORS",370,11.7,5.71,71.13
10084,"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN,RAW",132,18.73,5.71,0
13974,"BEEF,CHUCK EYE RST,BNLESS,AMERICA'S BF RST,LN,0"" FAT,SEL,RAW",133,20.52,5.71,0
10152,"PORK,CURED,HAM,WHL,LN,UNHTD",147,22.32,5.71,0.05
5074,"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,STWD",169,27.5,5.71,0
23031,"BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CH,CKD,GRILLED",174,28.79,5.71,0
23519,"BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",154,25.73,5.72,0
5336,"USDA CMDTY CHICK,CND,MEAT ONLY,DRND",162,27.52,5.72,0
23604,"BEEF,RND,BTTM RND,RST,LN,1/8"" FAT,ALL GRDS,CKD",163,28,5.72,0
5200,"TURKEY,FRYER-ROASTERS,MEAT&SKN,CKD,RSTD",172,28.26,5.72,0
5353,"USDA CMDTY,CHICK FAJITA STRIPS,FRZ",135,18.56,5.73,2.23
13523,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN,0"" FAT,SEL,RAW",133,20.39,5.73,0
23589,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN,1/8"" FAT,SEL,CKD,BRLD",177,29.44,5.73,0
19265,"ICE CREAMS,CHOC,LT,NO SUGAR ADDED",173,3.54,5.74,26.79
10901,"PORK,CURED,HAM W/ NAT JUICES,SPIRL SLCE,BNLES,LN & FAT,UNHTD",129,18.66,5.75,0.69
13596,"BEEF,BRISKET,FLAT HALF,BNLESS LN,0"" FAT,ALL CHOICE,RAW",137,21.28,5.75,0
35157,"FISH,SALMON,RED,CND,BONES REMOVED (ALASKA NATIVE)",161,27.31,5.76,0
6016,"SOUP,CRM OF CHICK,CND,COND",90,2.38,5.77,7.16
22960,"MACARONI & CHS DINNER W/ DRY SAU MIX,BOXED,PREP",173,6.07,5.77,24.31
11406,"POTATOES,FRZ,FRENCH FR,PAR FR,COTTAGE-CUT,UNPREP",153,2.42,5.78,23.98
5296,"TURKEY RST,BNLESS,FRZ,SEASONED,LT&DK MEAT,RSTD",155,21.32,5.78,3.07
23179,"BEEF,RIB EYE STEAK,BNLESS,LIP OFF,LN,0"" FAT,SEL,RAW",142,22.46,5.78,0
1094,"MILK,BUTTERMILK,DRIED",387,34.3,5.78,49
23036,"BF,CHK,CLOD,SHLDR TENDER,MEDALLION,LN & FAT,0"" FAT,SEL,RAW",142,20.93,5.79,0
13454,"BEEF,TOP SIRLOIN,STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",183,30.55,5.79,0
19895,"ICE CREAMS,BREYERS,NO SUGAR ADDED,CHOC CARAMEL",151,3.54,5.8,25.17
6211,"SOUP,CHS,CND,PREP W/ EQ VOLUME MILK",92,3.77,5.8,6.47
18497,"TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TARTS,FRSTD STRAWBERRY",367,4.1,5.8,77.5
18495,"TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TARTS,FRSTD CHOC FUDGE",366,5.1,5.8,76
8596,"CEREALS RTE,GENERAL MILLS,FIBER ONE,CARAMEL DELIGHT",344,5.8,5.8,82.8
8601,"CEREALS RTE,GENERAL MILLS,WHEATIES,FUEL",375,6,5.8,82.8
13378,"BEEF,CHUCK,ARM POT RST,LN,0""FAT,SEL,CKD,BRSD",195,33.37,5.8,0
13436,"BEEF,RND,TOP RND,LN,0""FAT,CHOIC,CKD,BRSD",207,36.12,5.8,0
11962,"PEPPERS,HOT CHILE,SUN-DRIED",324,10.58,5.81,69.86
17324,"LAMB,AUS,IMP,FRSH,SHLDR,ARM,LN,1/8""FAT,RAW",137,19.88,5.81,0
17127,"VEAL,SHLDR,ARM,LN,CKD,RSTD",164,26.13,5.81,0
13355,"BEEF,CURED,PASTRAMI",147,21.8,5.82,0.36
15116,"TROUT,RAINBOW,WILD,CKD,DRY HEAT",150,22.92,5.82,0
13940,"BEEF,CHUCK,CLOD RST,LN,0"" FAT,SEL,CKD,RSTD",172,28.09,5.82,0
23516,"BEEF,SHLDR STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",175,28.6,5.82,0
10019,"PORK,FRSH,LEG (HAM),SHANK HALF,LN,CKD,RSTD",175,28.69,5.83,0
16136,"WINGED BNS,MATURE SEEDS,CKD,BLD,WO/ SALT",147,10.62,5.84,14.94
16436,"WINGED BNS,MATURE SEEDS,CKD,BLD,W/ SALT",147,10.62,5.84,14.94
10032,"PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN,RAW",143,21.22,5.84,0
23610,"BEEF,TOP SIRLOIN,STEAK,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",178,29.42,5.84,0
2037,SAFFRON,310,11.43,5.85,65.37
2063,"ROSEMARY,FRESH",131,3.31,5.86,20.7
15130,"WHITEFISH,MXD SP,RAW",134,19.09,5.86,0
15264,"SALMON,SOCKEYE,CND,DRND SOL,WO/ SKN & BONES",158,26.33,5.87,0
35137,"CORNMEAL,YEL (NAVAJO)",384,9.85,5.88,72.9
25051,"Snacks, CLIF BAR, mixed flavors",346,14.71,5.88,65.44
23057,"BF,CHUCK,CLOD,TOP & CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",141,20.67,5.88,0
10228,"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN,RAW",144,21.23,5.88,0
6043,"SOUP,CRM OF MUSHROOM,CND,COND",85,1.61,5.89,6.72
23061,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",143,20.93,5.89,0
23073,"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,RAW",137,21.1,5.89,0
13959,"BEEF,RND,TOP RND,STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",188,31.61,5.89,0
8013,"CEREALS RTE,GENERAL MILLS,CHEERIOS",367,11.33,5.9,74.68
16275,"VITASOY USA ORGANIC NASOYA SPROUTED,TOFU PLUS SUPER FIRM",115,12.1,5.9,3.3
35066,"FISH,SALMON,KING,CHINOOK,SMOKED & CND (ALASKA NATIVE)",150,23.2,5.9,0
2039,"SAVORY,GROUND",272,6.73,5.91,68.73
23623,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,CHOIC,RAW",148,22.12,5.91,0
8350,"CEREALS RTE,MALT-O-MEAL,TOASTY O'S",404,13.1,5.92,74.6
5053,"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,RAW",137,19.56,5.92,0
13485,"BEEF,BRISKET,FLAT HALF,LN,0"" FAT,SEL,CKD,BRSD",198,33.9,5.92,0
15081,"SALMON,COHO,WILD,RAW",146,21.62,5.93,0
23583,"BEEF,TENDERLOIN,STEAK,LN,1/8"" FAT,SEL,RAW",148,22.06,5.93,0
15234,"CATFISH,CHANNEL,FARMED,RAW",119,15.23,5.94,0
17026,"LAMB,DOM,LOIN,LN,1/4""FAT,CHOIC,RAW",143,20.88,5.94,0
23559,"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,PAN-BROILED",164,25.8,5.94,0
5141,"DUCK,DOMESTICATED,MEAT ONLY,RAW",135,18.28,5.95,0.94
5671,"CHICKEN,BROILERS OR FRYERS,DK MEAT,DRUMSTK,MEAT OLY,CKD,BRSD",149,23.93,5.95,0
5318,"DUCK,YNG DUCKL,DOM,WH PEKIN,LEG,MEAT,BONE IN,CKD WO/SKN,BRSD",178,29.1,5.96,0
8094,"CEREALS,QUAKER,CORN GRITS,INST,CHEDDAR CHS FLAVOR,DRY",366,8.37,5.97,73.08
8074,"CEREALS RTE,RALSTON TASTEEOS",398,11.83,5.97,74.22
18459,"BREAKFAST TART,LOFAT",372,3.99,5.99,76.8
22919,"MACARONI & CHS,CND,MICROWAVABLE",134,5.98,5.99,13.96
43268,"WHIPPED CRM SUB,DIETETIC,MADE FROM PDR MIX",100,0.9,6,10.6
19393,"FROZEN YOGURTS,CHOC,SOFT-SERVE",160,4,6,24.9
43269,"FROZEN NOVELTIES,ICE CRM TYPE,SUNDAE,PREPACKAGED",185,4.3,6,29.4
18338,PHYLLO DOUGH,299,7.1,6,52.6
8602,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K,CINN PECAN",384,7.5,6,81.3
18616,"MISSION FOODS,MISSION FLR TORTILLAS,SOFT TACO,8 INCH",287,8.7,6,49.6
18027,"BREAD,EGG",283,9.5,6,47.8
18351,"ROLLS,HAMBURGER OR HOTDOG,MIXED-GRAIN",263,9.6,6,44.6
5285,"TURKEY,DICED,LT&DK MEAT,SEASONED",138,18.7,6,1
23595,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",196,33.15,6,0
8622,"CEREALS RTE,QUAKER,SIMPLE HARVEST MULTIGRAIN,BANANA & PECAN",388,9.83,6.01,78.81
16112,MISO,199,11.69,6.01,26.47
13972,"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0"" FAT,ALL GRD, RAW",137,20.61,6.01,0
17010,"LAMB,DOM,FORESHANK,LN,1/4""FAT,CHOIC,CKD,BRSD",187,31.01,6.02,0
21140,"SIDE DISHES,POTATO SALAD",114,1.53,6.03,13.53
2066,"SPEARMINT,DRIED",285,19.93,6.03,52.04
22956,"LASAGNA,VEG,FRZ,BKD",139,6.87,6.04,14.18
16056,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW",364,19.3,6.04,60.65
17071,"LAMB,NZ,IMP,FRZ,FORESHANK,LN,CKD,BRSD",186,30.76,6.04,0
15181,"SALMON,PINK,CND,WO/SALT,SOL W/BONE&LIQ",139,19.78,6.05,0
17171,"GAME MEAT,HORSE,CKD,RSTD",175,28.14,6.05,0
13490,"BEEF,RIB,EYE,SML END (RIBS 10- 12) LN,0"" FAT,SEL,CKD,BRLD",182,29.93,6.05,0
17082,"LAMB,NZ,IMP,FRZ,RIB,LN,RAW",142,20.49,6.06,0
13971,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,SEL,RAW",145,21.22,6.06,0
13405,"BEEF,RND,BTTM RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",175,28.08,6.06,0
20035,"QUINOA,UNCKD",368,14.12,6.07,64.16
13293,"BEEF,CHK,UND BL POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD, BRSD",140,21.13,6.07,0.31
8059,"CEREALS RTE,QUAKER,SWT CRUNCH/QUISP",406,4.51,6.08,85.03
17308,"LAMB,AUS,IMP,FRSH,LEG,CNTR SLICE,BONE-IN,LN,1/8""FAT,RAW",143,20.65,6.08,0
10068,"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,BRLD",173,27.58,6.08,0
8544,"CEREALS RTE,POST SELECTS CRANBERRY ALMOND CRUNCH",388,7.3,6.1,78.9
18268,"FRENCH TOAST,FRZ,RTH",213,7.4,6.1,32.1
25000,"POPCORN,OIL-POPPED,LOFAT",402,10.72,6.1,76.04
35089,"FISH,WHITEFISH,MXD SP,RAW (ALASKA NATIVE)",131,18.9,6.1,0
16546,"MORNINGSTAR FARMS VEGGIE BRKFST SAUSAGE LINKS,FRZ,UNPREP",159,19.2,6.1,6.8
7020,"CORNED BEEF LOAF,JELLIED",153,22.9,6.1,0
17120,"VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD",199,33.68,6.1,0
8261,"CEREALS RTE,GENERAL MILLS,RAISIN NUT BRAN",367,6.12,6.12,79.59
23037,"BEEF,CHUCK,SHLDR CLOD,TOP & CNTR ,STK,LN & FAT,0"" FAT,CH,RAW",143,20.39,6.12,0
8639,"CEREALS,QUAKER,INST OATMEAL,CINN SPICE,RED SUGAR",359,11.3,6.14,69.69
23536,"BEEF,SHLDR STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,GRILLED",177,28.41,6.14,0
13447,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,0"" FAT,SEL,CKD,BRLD",180,29.29,6.14,0
23259,"BEEF,LOIN,TOP SIRLON PTIT RST,BLS,LN,0"" FAT,AL GRDS,CKD,RSTD",171,28.94,6.15,0
18614,"MARTHA WHITE FOODS,MARTHA WHITE'S CHEWY FUDGE BROWNIE MX,DRY",407,4.42,6.16,83.58
10804,"USDA COMMODITY,PORK,CURED,HAM,BNLESS,CKD,UNHTD",133,17.44,6.16,0.69
15240,"TROUT,RAINBOW,FARMED,RAW",141,19.94,6.18,0
17282,"LAMB,AUS,IMP,FRSH,COMP OF RTL CUTS,LN,1/8""FAT,RAW",142,20.25,6.18,0
19882,"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA",143,3.68,6.2,21.92
16505,"LOMA LINDA SWISS STAKE W/ GRAVY,CND,UNPREP",138,10.2,6.2,10.4
16551,"MORNINGSTAR FARMS ASIAN VEGGIE PATTIES,FRZ,UNPREP",155,10.9,6.2,14.9
13424,"BEEF,RND,TIP RND,RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",174,27.53,6.2,0
17277,"VEAL,SHANK (FORE&HIND),LN&FAT,CKD,BRSD",191,31.54,6.2,0
10979,"PORK,GROUND,96% LN / 4% FAT,CKD,PAN-BROILED",185,31.69,6.2,0.57
12007,"COTTONSEED FLR,PART DEFATTED (GLANDLESS)",359,40.96,6.2,40.54
7052,"PASTRAMI,TURKEY",133,16.3,6.21,1.79
13903,"BEEF,SHLDR TOP BLADE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",137,20.28,6.21,0
13973,"BEEF,CHK EYE RST,BNL,AMERICA'S BF RST,LN,0"" FAT,CHOIC,RAW",139,20.67,6.21,0
23053,"BF,CHK,CLD,SHLDR TNDR,MEDALLION,LN & FAT,0"" FAT,ALL GRDS,RAW",144,20.54,6.22,0
23253,"BEEF,TOP LOIN PETITE RST/FILET,BNLS,LN,1/8"" FAT,ALL GRDS,RAW",146,22.38,6.22,0.1
17139,"VEAL,SIRLOIN,LN,CKD,RSTD",168,26.32,6.22,0
23586,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,CKD,BRLD",188,30.87,6.22,0
17312,"LAMB,AUS,IMP,FRSH,LOIN,LN,1/8""FAT,RAW",146,21,6.24,0
23276,"BEEF,RIBEYE PETITE RST,BNLESS,LN,0"" FAT,CHOIC,CKD,RSTD",170,28.4,6.24,0
8122,"CEREALS,OATS,INST,FORT,PLN,DRY",375,12.72,6.25,67.55
13943,"Beef, shoulder steak, boneless, lean only, 0"", choice, grill",178,28.54,6.25,0
23621,"BEEF,RND,TOP RND,STEAK,LN,1/8"" FAT,CHOIC,CKD,BRLD",193,32.04,6.25,0
19884,"ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA CHOC STRAWBERRY",143,3.71,6.26,21.7
17203,"VEAL,VAR MEATS&BY-PRODUCTS,LIVER,CKD,BRSD",192,28.42,6.26,3.77
17101,"VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,BREADED",216,28.41,6.27,9.84
13488,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,SEL,RAW",145,20.8,6.28,0
15216,"SPOT,COOKED,DRY HEAT",158,23.73,6.28,0
10069,"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BNLESS,LN,CKD,RSTD",173,27.23,6.28,0
15118,"TUNA,FRSH,BLUEFIN,CKD,DRY HEAT",184,29.91,6.28,0
13068,"BEEF,FLANK,STEAK,LN,0"" FAT,CHOIC,RAW",149,21.72,6.29,0
6725,"SOUP,CHICK CORN CHOWDER,CHUNKY,RTS,SINGLE BRAND",99,3.1,6.3,7.5
19023,"GRANOLA BARS,OATS,FRUITS&NUT",397,7.7,6.3,77.42
18347,"ROLLS,DINNER,WHEAT",273,8.6,6.3,46
43241,"CEREALS RTE,FAMILIA",388,9.5,6.3,73.8
16147,VEGGIE BURGERS OR SOYBURGERS  UNPREP,177,15.7,6.3,14.27
8640,"CEREALS,QUAKER,INST OATMEAL ORGANIC,REG",367,16,6.3,67
15051,"MACKEREL,SPANISH,RAW",139,19.29,6.3,0
15048,"MACKEREL,JACK,CND,DRND SOL",156,23.19,6.3,0
13413,"BEEF,RND,BTTM RND,STEAK,LN,0"" FAT,SEL,CKD,BRSD",206,34.93,6.3,0
13428,"BEEF,RND,TOP RND,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",209,35.62,6.31,0
5125,"CHICKEN,STEWING,MEAT ONLY,RAW",148,21.26,6.32,0
