ID,Sodium,Cholesterol,Sugar,Calcium,Iron,Potassium,VitaminC,VitaminE,VitaminD
13359,76,70,0,12,2.4,317,0,0.15,0.1
13428,45,90,0,4,3.27,330,0,0.15,0.1
13974,86,74,0,19,2.21,393,0,0.15,0.1
17012,66,93,0,11,1.98,313,0,0.15,0.1
17053,82,95,0,24,1.72,336,0,0.15,0.1
17083,48,94,0,14,1.89,146,0,0.15,0.1
21390,342,33,4,46,2.99,188,0.9,0.15,0.1
23079,73,69,0,15,2.33,388,0,0.15,0.1
23094,81,66,0,14,2.2,359,0,0.15,0.1
23109,75,70,0,11,2.37,312,0,0.15,0.1
23128,78,75,0,12,2.24,277,0,0.15,0.1
23143,66,68,0,14,2.1,329,0,0.15,0.1
23144,66,68,0,14,2.1,330,0,0.15,0.1
23150,64,64,0,9,1.96,275,0,0.15,0.1
23153,56,66,0,6,1.94,276,0,0.15,0.1
23175,56,66,0,6,1.94,276,0,0.15,0.1
23217,64,65,0,6,1.71,262,0,0.15,0.1
23224,65,71,0,6,3.42,242,0,0.15,0.1
13348,"1,006",86,0,12,2.08,136,0,0.15,0.2
23192,56,69,0,10,1.74,233,0,0.15,0.2
23193,57,70,0,10,1.73,231,0,0.15,0.2
23528,71,67,0,8,3.02,363,0,0.15,0.2
1208,876,55,0.55,756,0.52,138,0,0.15,0.3
7951,659,49,0.2,7,1.89,158,2.5,0.15,0.3
42303,600,63,3.5,529,0.41,134,0,0.15,0.3
43597,16,54,1.23,731,0.25,95,0,0.15,0.3
10905,"1,308",43,4.21,8,0.78,267,0,0.15,0.6
10920,"1,188",64,1.03,11,0.9,281,0,0.15,
17034,81,88,,21,1.77,315,0,0.15,
17044,72,120,,25,2.39,306,0,0.15,
17073,43,101,,10,2.1,167,0,0.15,
23521,68,60,0,7,2.8,293,0,0.15,
1241,146,7,17.86,30,0.09,41,0,0.14,0
1242,164,21,6.58,86,0,41,0,0.14,0
6065,650,4,0.41,9,0.75,60,0.1,0.14,0
9125,3,0,34.16,27,0.49,484,119.8,0.14,0
9217,3,0,10.18,8,0.46,158,29.1,0.14,0
9277,4,0,15,3,0.6,499,18.4,0.14,0
11025,6,0,1.95,9,0.38,319,33,0.14,0
11032,17,0,1.63,32,2.45,570,10.1,0.14,0
11110,8,0,2.79,48,0.17,196,37.5,0.14,0
11305,3,0,5.93,27,1.54,271,14.2,0.14,0
11439,661,0,1.78,30,1.47,170,14.7,0.14,0
11642,1,0,2.59,27,0.36,192,5.5,0.14,0
11711,242,0,1.95,9,0.38,319,33,0.14,0
11714,253,0,1.63,32,2.45,570,10.1,0.14,0
11726,14,0,,24,0.9,92,3.4,0.14,0
11751,255,0,2.79,48,0.17,196,37.5,0.14,0
11811,239,0,5.93,27,1.54,271,14.2,0.14,0
11857,237,0,2.59,27,0.36,192,5.5,0.14,0
14287,51,0,94.7,20,0.19,147,39.9,0.14,0
18176,168,0,44.8,46,2.53,182,0.1,0.14,0
19103,47,15,79.77,38,0.02,49,0,0.14,0
21489,33,1,12.43,43,0.33,162,4.8,0.14,0
42304,743,18,1.48,961,0.31,106,0,0.14,0
43350,308,0,1.78,30,1.47,170,14.7,0.14,0
13156,64,78,0,5,2.7,422,0,0.14,0.1
13356,77,69,0,11,2.42,321,0,0.14,0.1
13434,45,90,0,4,3.32,334,0,0.14,0.1
13500,87,95,0,14,3.14,390,0,0.14,0.1
13501,85,93,0,14,3.23,389,0,0.14,0.1
13595,83,67,0,13,2.06,362,0,0.14,0.1
13650,84,92,0,14,3.11,374,0,0.14,0.1
13791,82,73,0,18,2.12,367,0,0.14,0.1
13822,79,84,0,18,2.52,339,0,0.14,0.1
13904,80,67,0,13,2,344,0,0.14,0.1
17002,72,97,0,17,1.88,310,0,0.14,0.1
17038,66,92,0,20,1.97,251,0,0.14,0.1
17225,81,97,0,22,1.79,339,0,0.14,0.1
23108,76,69,0,11,2.38,315,0,0.14,0.1
23130,85,78,0,12,2.15,273,0,0.14,0.1
23145,68,68,0,14,2.14,342,0,0.14,0.1
23152,63,62,0,10,1.99,281,0,0.14,0.1
23163,66,64,0,6,1.75,272,0,0.14,0.1
23169,67,69,0,5,3.6,253,0,0.14,0.1
23194,55,68,0,11,1.76,237,0,0.14,0.1
23201,50,70,0,8,1.74,236,0,0.14,0.1
13069,72,71,0,6,3.47,351,0,0.14,0.2
13364,66,86,0,8,2.99,355,0,0.14,0.2
13368,70,93,0,6,2.81,285,0,0.14,0.2
13382,71,106,0,13,3.68,263,0,0.14,0.2
13388,73,81,0,8,2.82,357,0,0.14,0.2
13888,64,82,0,6,2.83,370,0,0.14,0.2
1028,619,64,1.13,782,0.22,84,0,0.14,0.3
11379,164,14,1.61,32,0.16,164,9.7,0.14,0.3
13150,58,93,0,11,3.36,313,0,0.14,0.3
10872,"1,310",43,4.22,8,0.78,268,0,0.14,0.6
1096,106,29,10.04,261,0.19,303,1.9,0.14,2
10940,91,105,0,19,1.43,265,0,0.14,2.2
8022,10,0,6.11,43,2.22,73,0,0.14,3.6
8259,751,0,12.1,10,33.6,135,21,0.14,4.1
13466,69,62,0,6,3.24,328,0,0.14,
13467,69,91,0,6,3.24,301,0,0.14,
13470,69,84,0,6,3.24,367,0,0.14,
13479,75,57,0,5,3.66,327,0,0.14,
13480,71,55,0,4,3.66,327,0,0.14,
13481,71,83,0,4,3.66,327,0,0.14,
13484,71,80,0,4,3.66,327,0,0.14,
17046,65,92,,18,2.03,259,0,0.14,
17054,66,92,,21,1.92,246,0,0.14,
17063,46,109,,17,2.1,162,0,0.14,
23042,78,83,0,6,2.78,317,0,0.14,
23044,76,83,0,6,3.1,333,0,0.14,
23060,77,83,0,6,2.88,322,0,0.14,
23640,68,157,0,81,0.66,42,0,0.14,
1060,57,2,4.74,128,0.05,139,0.9,0.13,0
6015,354,12,0.87,10,0.69,70,0.5,0.13,0
6094,"8,031",0,4.65,143,1.25,721,3.4,0.13,0
6119,424,2,0.78,20,0.47,109,0,0.13,0
6495,475,0,0.98,8,0.19,13,0.1,0.13,0
9111,0,0,6.98,12,0.09,139,34.4,0.13,0
9112,0,0,6.89,22,0.08,135,31.2,0.13,0
9116,0,0,7.31,12,0.06,148,33.3,0.13,0
9133,6,0,9.7,10,0.98,107,1,0.13,0
9134,5,0,19.05,10,0.94,103,1,0.13,0
9221,1,0,9.9,18,0.2,178,31,0.13,0
9278,5,0,14,2,0.58,465,10.9,0.13,0
11251,8,0,1.19,33,0.97,247,4,0.13,0
11304,5,0,5.67,25,1.47,244,40,0.13,0
11467,2,0,3.53,21,0.44,222,19.3,0.13,0
11475,1,0,2.39,19,0.4,182,18,0.13,0
11492,17,0,2.76,23,0.31,108,2.1,0.13,0
12116,36,0,51.5,4,0.13,101,0,0.13,0
15177,206,65,0,57,5.03,347,4,0.13,0
16082,10,0,0,25,2.17,10,0,0.13,0
18010,"1,276",2,11.65,179,2.77,163,0.3,0.13,0
19083,26,0,71.42,17,1.56,168,0,0.13,0
19436,286,0,64.68,18,0.8,110,0,0.13,0
19719,40,0,43.4,20,0.49,77,8.8,0.13,0
20029,5,0,0.1,8,0.38,58,0,0.13,0
22959,682,7,9.61,114,3.18,394,0.7,0.13,0
5105,81,57,0,13,0.88,194,1.2,0.13,0.1
5182,63,76,0,21,1.41,285,0,0.13,0.1
13598,85,95,0,14,3.04,379,0,0.13,0.1
17024,77,100,0,20,1.81,327,0,0.13,0.1
17077,49,112,0,23,2.05,159,0,0.13,0.1
23081,60,97,0,13,3.76,358,0,0.13,0.1
23092,65,96,0,17,3.06,315,0,0.13,0.1
23114,75,84,0,18,2.28,307,0,0.13,0.1
23132,60,98,0,13,3.7,353,0,0.13,0.1
23226,63,70,0,6,3.63,251,0,0.13,0.1
5667,91,106,0,29,1.73,247,0,0.13,0.2
7081,928,50,1.23,9,0.35,497,0,0.13,0.2
27000,370,23,0.09,7,0.26,22,6.5,0.13,0.2
10066,49,66,0,5,0.51,387,0,0.13,0.3
10040,58,69,0,18,0.65,362,0,0.13,0.4
10062,48,67,0,7,0.5,373,0,0.13,0.4
10225,49,63,0,5,0.54,374,0,0.13,0.4
10048,60,56,0,24,0.61,359,0,0.13,0.5
10188,57,88,0,20,1.11,341,0.1,0.13,0.9
10921,"1,389",45,4.69,8,0.74,272,0,0.13,0.9
16231,57,0,3.65,116,0.35,105,0,0.13,1
7075,911,58,0,12,0.75,179,0,0.13,1.1
16227,46,0,7.13,123,0.59,144,0,0.13,1.2
7005,680,120,1.29,6,6.4,38,0,0.13,1.3
8020,723,0,10.5,7,29,90,22,0.13,3.8
8015,633,0,37.2,21,6,177,0,0.13,8.3
8034,630,0,38,17,6,67,20,0.13,8.3
7955,593,75,0,19,1.17,262,2.3,0.13,
10869,"1,237",64,1.1,12,0.93,289,0,0.13,
17020,68,97,,11,2,301,0,0.13,
17045,77,96,,18,2.09,309,0,0.13,
23513,64,59,0,6,2.35,354,0,0.13,
23517,60,94,0,8,3.79,287,0,0.13,
6018,306,5,0.38,11,0.35,117,0.4,0.12,0
6072,515,1,1.64,14,0.79,157,1.9,0.12,0
8129,135,0,9.42,69,2.41,70,0,0.12,0
9012,20,0,13.32,3,0.33,105,1,0.12,0
9092,1,0,20.7,27,0.28,99,1,0.12,0
9161,16,0,1.37,12,0.23,75,6.4,0.12,0
9252,1,0,9.8,9,0.17,119,4.2,0.12,0
9294,4,0,16.45,12,1.18,276,4.1,0.12,0
9297,12,0,59.19,53,1.79,746,3.2,0.12,0
9298,11,0,59.19,50,1.88,749,2.3,0.12,0
9340,0,0,7.05,4,0,121,3.8,0.12,0
9374,5,0,16.42,6,0.22,66,1.1,0.12,0
11113,28,0,3.32,42,0.66,262,34.4,0.12,0
11119,9,0,1.41,77,0.31,238,27,0.12,0
11149,2,0,1.66,17,0.34,125,7.7,0.12,0
11394,322,0,0.2,10,0.61,409,17.5,0.12,0
11468,1,0,2.48,22,0.37,177,11.6,0.12,0
11471,5,0,1.19,12,0.71,96,2.7,0.12,0
11476,1,0,1.5,15,0.33,140,10.8,0.12,0
11477,8,0,2.5,16,0.37,261,17.9,0.12,0
11478,3,0,1.71,18,0.37,264,12.9,0.12,0
11479,2,0,1.71,18,0.51,218,5.3,0.12,0
11480,2,0,1.69,17,0.48,194,3.7,0.12,0
11491,5,0,2.93,10,0.28,214,6.5,0.12,0
11493,18,0,2.53,21,0.34,117,3.5,0.12,0
11641,2,0,2.2,15,0.35,262,17,0.12,0
11643,4,0,2.2,28,0.58,350,12.3,0.12,0
11644,1,0,3.3,22,0.44,241,9.6,0.12,0
11752,244,0,3.32,42,0.66,262,10.8,0.12,0
11858,237,0,2.48,22,0.37,177,11.6,0.12,0
11860,237,0,1.5,15,0.33,140,10.8,0.12,0
11861,239,0,1.71,18,0.37,264,12.9,0.12,0
11862,238,0,1.69,17,0.48,194,3.7,0.12,0
11863,237,0,3.3,22,0.44,241,1.8,0.12,0
11869,241,0,2.93,10,0.28,214,6.5,0.12,0
11870,254,0,2.53,21,0.34,117,3.5,0.12,0
14238,2,0,14.5,3,0.07,17,39.5,0.12,0
16117,20,0,18.88,241,9.24,"2,384",0,0.12,0
18002,480,0,5.82,99,4.5,85,0,0.12,0
18107,596,0,42.52,148,1.9,87,0.2,0.12,0
18150,482,0,13.93,43,2.75,100,0,0.12,0
18457,716,0,0.38,22,7.72,115,0,0.12,0
19297,32,0,48.5,20,0.49,77,8.8,0.12,0
20017,5,0,1.61,136,7.49,263,0,0.12,0
20019,5,0,1.61,136,1.47,263,0,0.12,0
20022,7,0,1.61,3,4.36,142,0,0.12,0
20322,7,0,1.61,3,4.36,142,0,0.12,0
20422,7,0,1.61,3,1.1,142,0,0.12,0
20522,7,0,1.61,3,1.1,142,0,0.12,0
43143,277,0,1.3,48,0.49,853,0.7,0.12,0
13355,885,68,0.1,10,2.22,210,0.3,0.12,0.1
13499,77,68,0,11,2.43,329,0,0.12,0.1
13502,89,98,0,14,3.07,394,0,0.12,0.1
13821,80,83,0,19,2.47,344,0,0.12,0.1
13862,88,98,0,14,3.02,388,0,0.12,0.1
13943,68,81,0,12,2.95,372,0,0.12,0.1
17030,76,99,0,19,1.88,270,0,0.12,0.1
19088,74,27,22.12,161,0.19,208,1.2,0.12,0.1
23073,82,71,0,15,2.08,293,0,0.12,0.1
23101,68,83,0,11,2.37,296,0,0.12,0.1
23110,76,68,0,11,2.38,320,0,0.12,0.1
23139,77,71,0,14,1.97,271,0,0.12,0.1
23148,60,80,0,8,2.65,282,0,0.12,0.1
23160,54,81,0,8,2.2,319,0,0.12,0.1
23173,65,69,0,6,3.8,260,0,0.12,0.1
23176,60,80,0,8,2.65,282,0,0.12,0.1
43269,95,13,20.74,120,0.25,211,1.8,0.12,0.1
10948,232,47,0,5,0.44,489,0,0.12,0.2
10949,226,48,0,5,0.44,479,0,0.12,0.2
11934,317,11,1.43,24,0.26,284,6,0.12,0.2
23069,69,100,0,17,2.97,279,0,0.12,0.2
23189,62,83,0,13,2.15,264,0,0.12,0.2
10036,55,69,0,19,0.63,343,0,0.12,0.5
10224,47,64,0,7,0.53,358,0,0.12,0.5
10003,57,69,0,11,0.89,319,0.3,0.12,0.7
10044,56,58,0,25,0.59,337,0,0.12,0.7
10227,55,83,0,20,0.93,345,0.1,0.12,0.9
10870,"1,390",45,4.69,8,0.74,272,0,0.12,0.9
7035,"1,320",34,0.17,17,1.35,343,0,0.12,1
10954,151,97,0,27,1.72,370,0,0.12,1.1
10081,58,98,0,26,1.75,305,0,0.12,1.2
10205,58,103,0,34,1.34,288,0,0.12,1.3
8495,517,1,45.2,8,6.81,179,1,0.12,5.8
5177,71,331,0,5,12,255,24.5,0.12,
6168,"2,643",0,1.26,8,0.48,144,74.8,0.12,
8492,5,1,0.8,5,44.5,103,1,0.12,
9437,7,0,12.7,10,0.75,27,7.1,0.12,
1161,685,0,23.67,610,0.4,455,0.1,0.11,0
6445,423,0,1.33,12,0.27,28,0.5,0.11,0
8100,6,0,0.12,24,1.3,143,0,0.11,0
8102,7,0,0.2,606,28.6,120,0,0.11,0
8106,15,0,0.4,357,28.6,115,0,0.11,0
8133,151,0,9.67,70,2.45,96,0.2,0.11,0
8204,670,0,47,70,15.87,176,52.9,0.11,0
9085,8,0,67.28,86,3.26,892,4.7,0.11,0
9089,1,0,16.26,35,0.37,232,2,0.11,0
11112,27,0,3.83,45,0.8,243,57,0.11,0
11403,388,0,0.28,12,0.74,451,13.3,0.11,0
11841,32,0,0.28,12,0.74,451,13.3,0.11,0
14327,2,0,12.06,5,0.1,80,20,0.11,0
14346,97,13,18.6,113,0.31,200,0.4,0.11,0
16070,2,0,1.8,19,3.33,369,1.5,0.11,0
16120,51,0,3.99,25,0.64,118,0,0.11,0
16370,238,0,1.8,19,3.33,369,1.5,0.11,0
18177,459,0,17.6,74,6.43,346,0,0.11,0
20044,5,0,0.12,28,4.31,115,0,0.11,0
20050,1,0,,9,4.36,86,0,0.11,0
20061,0,0,0.12,10,0.35,76,0,0.11,0
20099,6,0,2.67,21,3.3,223,0,0.11,0
20120,6,0,2.67,21,3.3,223,0,0.11,0
20420,6,0,2.67,21,1.3,223,0,0.11,0
20444,5,0,0.12,28,0.8,115,0,0.11,0
42189,105,8,5.3,143,0.06,180,1.5,0.11,0
10064,44,73,0,7,0.63,357,0,0.11,0.1
13597,85,69,0,13,2.08,353,0,0.11,0.1
13983,82,69,0,12,2.02,336,0,0.11,0.1
17025,64,95,0,18,2.12,246,0,0.11,0.1
19293,87,2,24,143,0.3,211,0.8,0.11,0.1
23075,75,86,0,16,2.88,391,0,0.11,0.1
23077,75,88,0,17,2.87,380,0,0.11,0.1
23083,61,98,0,13,3.6,359,0,0.11,0.1
23084,67,113,0,15,3.53,315,0,0.11,0.1
23086,68,115,0,15,3.42,309,0,0.11,0.1
23090,67,99,0,16,2.96,319,0,0.11,0.1
23113,76,83,0,18,2.22,308,0,0.11,0.1
23119,67,113,0,14,3.29,298,0,0.11,0.1
23120,66,112,0,15,3.38,303,0,0.11,0.1
23131,61,98,0,13,3.53,352,0,0.11,0.1
23164,64,93,0,7,2.51,298,0,0.11,0.1
23215,63,93,0,7,2.48,293,0,0.11,0.1
23219,65,65,0,6,1.73,283,0,0.11,0.1
23533,67,81,0,12,2.9,367,0,0.11,0.1
1036,84,51,0.27,207,0.38,105,0,0.11,0.2
5306,78,93,0,28,1.52,294,0,0.11,0.2
23135,65,96,0,16,2.51,241,0,0.11,0.2
23195,54,81,0,12,2.33,247,0,0.11,0.2
23199,51,82,0,11,2,281,0,0.11,0.2
5665,69,74,0,21,1.17,213,0,0.11,0.4
10065,46,80,0,7,0.64,349,0,0.11,0.5
10055,57,89,0,15,0.94,340,0,0.11,0.7
10038,55,84,0,24,0.79,344,0,0.11,0.8
10093,55,84,0,18,1,357,0.2,0.11,0.8
10046,55,67,0,28,0.68,329,0,0.11,0.9
10945,154,98,0,26,1.82,388,0,0.11,1
16168,53,0,7.86,126,0.48,143,1.7,0.11,1
10085,60,100,0,25,1.85,318,0,0.11,1.1
16139,47,0,3.65,123,0.42,122,0,0.11,1.1
10208,60,105,0,33,1.39,297,0,0.11,1.2
8348,909,1,9,7,35.1,124,62.1,0.11,3.3
5178,56,388,0,5,10.7,211,22.6,0.11,
8172,3,0,,14,1.5,94,0,0.11,
9440,5,,11.22,5,0.28,61,0.9,0.11,
10888,"1,160",49,0.91,9,1.5,209,0,0.11,
10962,43,84,0,5,1.06,363,0,0.11,
13977,76,85,0,11,2.83,295,0,0.11,
13979,94,91,0,10,2.66,393,0,0.11,
14187,362,0,3.31,8,0.15,89,5,0.11,
20499,6,0,2.67,21,1.3,223,0,0.11,
20647,4,,1.66,14,3.94,224,0,0.11,
23541,92,59,0,11,2.58,379,0,0.11,
8066,5,0,0,9,2.86,116,0,0.1,0
9040,1,0,12.23,5,0.26,358,8.7,0.1,0
9059,2,0,11,17,0.54,490,29,0.1,0
9084,1,0,7.37,33,1,275,41,0.1,0
9091,1,0,16.15,27,0.29,102,1,0.1,0
9219,5,0,8.87,11,0.27,133,34.2,0.1,0
9220,6,0,15.49,7,0.37,78,19.8,0.1,0
9322,28,0,57.4,74,2.8,628,3.5,0.1,0
11043,6,0,4.13,13,0.91,149,13.2,0.1,0
11220,3,0,2.02,20,0.36,139,12,0.1,0
11223,9,0,1,151,2.32,344,31,0.1,0
11359,358,0,0.21,9,0.6,416,16.1,0.1,0
11360,391,0,0.29,13,0.75,471,11.8,0.1,0
11402,332,0,0.2,9,0.62,408,17.3,0.1,0
11786,245,0,1,151,2.32,344,31,0.1,0
11842,23,0,0.2,9,0.62,408,17.3,0.1,0
16011,437,7,5.67,56,3.24,295,3,0.1,0
18001,517,0,5.05,89,6.05,75,1,0.1,0
19137,21,0,27.38,6,0.28,51,13.7,0.1,0
19165,21,0,1.75,128,13.86,"1,524",0,0.1,0
19166,19,0,1.76,111,15.52,"2,509",0,0.1,0
19866,131,0,45.95,17,0.93,82,0.2,0.1,0
43510,12,0,9.1,28,1.15,238,0,0.1,0
13383,63,105,0,14,3.2,307,0,0.1,0.1
17081,43,100,0,19,1.71,124,0,0.1,0.1
23071,69,99,0,17,2.93,286,0,0.1,0.1
23076,74,91,0,19,2.81,356,0,0.1,0.1
23085,70,117,0,15,3.32,298,0,0.1,0.1
23100,59,79,0,7,2.53,296,0,0.1,0.1
23121,69,115,0,15,3.21,288,0,0.1,0.1
23140,71,87,0,16,2.45,325,0,0.1,0.1
23141,71,86,0,15,2.46,333,0,0.1,0.1
23146,69,80,0,11,2.36,295,0,0.1,0.1
23155,55,70,0,5,1.8,297,0,0.1,0.1
23157,67,82,0,22,2.61,276,0,0.1,0.1
23159,56,80,0,8,2.13,326,0,0.1,0.1
23167,66,63,0,6,1.76,292,0,0.1,0.1
23174,59,79,0,7,2.53,296,0,0.1,0.1
23179,55,70,0,5,1.8,297,0,0.1,0.1
23213,50,74,0,7,1.64,256,0,0.1,0.1
23214,63,92,0,7,2.44,298,0,0.1,0.1
23516,68,82,0,12,2.94,372,0,0.1,0.1
23554,67,81,0,12,2.9,366,0,0.1,0.1
5663,61,71,0,6,1.02,357,0,0.1,0.2
13980,75,102,0,14,3.19,264,0,0.1,0.2
23096,65,106,0,14,3.25,312,0,0.1,0.2
23186,60,83,0,22,2.29,242,0,0.1,0.2
23191,63,82,0,13,2.14,263,0,0.1,0.2
23197,54,80,0,11,2.24,260,0,0.1,0.2
23198,52,81,0,11,1.95,286,0,0.1,0.2
23222,70,104,0,8,4.95,282,0,0.1,0.2
10069,47,79,0,6,0.64,357,0,0.1,0.4
1094,517,69,49,1184,0.3,"1,592",5.7,0.1,0.5
10068,45,72,0,5,0.63,367,0,0.1,0.6
10042,56,84,0,23,0.8,356,0,0.1,0.7
10059,59,89,0,13,0.96,352,0,0.1,0.7
10050,57,66,0,26,0.68,343,0,0.1,0.8
8083,871,1,43.6,5,6.56,59,60.5,0.1,3.5
8505,"1,070",,9.51,378,38.37,90,18.5,0.1,
10956,76,81,0,7,0.97,366,0,0.1,
10959,54,78,0,7,0.92,364,0,0.1,
10960,53,82,0,8,1.25,415,0,0.1,
11182,4,0,3.36,5,0.39,276,,0.1,
17031,73,97,,22,1.6,271,0,0.1,
19333,63,49,13.51,8,0.13,6,0,0.1,
23050,57,78,0,5,2.92,361,0,0.1,
23052,60,75,0,5,3.12,368,0,0.1,
23064,58,77,0,5,2.99,363,0,0.1,
23540,75,60,0,11,2.77,289,0,0.1,
1200,72,16,16,108,0.03,108,0,0.09,0
4047,0,0,0,0,0.04,0,0,0.09,0
4659,5,0,0,2,0.15,2,0,0.09,0
6449,336,0,3.19,12,0.73,71,0.6,0.09,0
6965,10,0,3.19,12,0.73,71,0.6,0.09,0
9119,2,0,8.75,15,0.41,132,21.8,0.09,0
9120,7,0,8.8,15,0.21,169,33.9,0.09,0
9121,2,0,15.04,14,0.4,129,21.3,0.09,0
10173,73,107,0,0,0.98,33,0,0.09,0
11116,65,0,1.18,105,0.8,252,45,0.09,0
11117,34,0,0.83,93,1.04,371,26,0.09,0
11168,1,0,4.54,3,0.45,218,5.5,0.09,0
11180,5,0,3.78,4,0.68,294,7.2,0.09,0
11754,270,0,0.83,93,1.04,371,26,0.09,0
11770,253,0,4.54,3,0.45,218,5.5,0.09,0
11901,3,0,7.73,2,0.55,252,6.2,0.09,0
11902,253,0,7.73,2,0.55,252,6.2,0.09,0
11937,875,0,1.31,42,0.37,92,0.8,0.09,0
11941,"1,208",0,1.06,0,0.4,23,1,0.09,0
11946,18,0,1.06,0,0.4,23,1,0.09,0
13341,97,122,0,69,0.59,67,0,0.09,0
14204,500,0,34.98,60,3.06,"1,856",0,0.09,0
14292,7,0,44.46,7,0.09,72,13.1,0.09,0
14368,55,0,4.52,28,0.75,"3,453",0,0.09,0
14426,26,0,38.05,399,0.26,465,189.7,0.09,0
16085,15,0,8,55,4.43,981,1.8,0.09,0
17219,59,350,0,4,1.24,435,39.4,0.09,0
19070,391,9,80.46,4,0.01,3,0,0.09,0
19859,20,0,1.55,122,14.5,"1,574",0,0.09,0
20010,4,0,0.9,7,0.8,88,0,0.09,0
21413,75,15,21.19,129,0.61,198,0.8,0.09,0
43028,0,0,37.81,9,0.4,69,0,0.09,0
43343,500,0,34.98,60,3.06,"1,856",0,0.09,0
7046,772,44,3.51,8,0.63,211,5.7,0.09,0.1
7079,"1,015",43,3.51,8,1.44,302,5.7,0.09,0.1
7900,796,21,0,10,2.2,243,1.9,0.09,0.1
13352,73,89,0,12,3.32,318,0,0.09,0.1
13982,75,105,0,14,3.2,276,0,0.09,0.1
23098,65,107,0,14,3.21,308,0,0.09,0.1
23106,73,89,0,12,3.27,313,0,0.09,0.1
23134,65,96,0,16,2.49,247,0,0.09,0.1
23142,70,89,0,17,2.42,307,0,0.09,0.1
23162,63,92,0,7,2.47,303,0,0.09,0.1
23168,71,102,0,7,5.21,284,0,0.09,0.1
23170,71,105,0,7,5.06,286,0,0.09,0.1
42186,63,13,19.24,100,0.46,234,0,0.09,0.1
42187,63,13,19.92,100,0.46,156,0.7,0.09,0.1
5186,64,69,0,19,1.35,305,0,0.09,0.2
5220,52,83,0,12,1.53,292,0,0.09,0.2
5228,78,102,0,26,1.78,204,0,0.09,0.2
5664,59,65,0,6,0.78,339,0,0.09,0.2
5669,85,106,0,49,1.98,276,0,0.09,0.2
7929,928,53,3.2,21,9.6,197,30.4,0.09,0.2
13380,61,100,0,14,2.68,262,0,0.09,0.2
23117,64,98,0,14,2.82,275,0,0.09,0.2
23126,70,98,0,14,2.67,228,0,0.09,0.2
23188,60,82,0,22,2.29,243,0,0.09,0.2
23221,70,102,0,8,5.09,280,0,0.09,0.2
5305,58,69,0,19,1.09,237,0,0.09,0.4
10950,234,53,0,6,0.51,517,0,0.09,0.4
1164,493,38,0.19,311,0.35,142,0.6,0.09,1
8069,462,0,38.72,3,23.41,73,26.7,0.09,3.2
4646,0,0,0,0,0.04,0,0,0.09,
4661,7,0,0,1,0.15,2,0,0.09,
6081,"24,000",13,0,190,1.87,374,1,0.09,
10863,40,316,0,15,1.23,85,0,0.09,
13978,70,69,0,9,2.34,386,0,0.09,
14632,54,,,110,2.2,160,0.7,0.09,
16171,430,,0.59,35,1.7,344,,0.09,
17218,67,250,0,3,1.05,488,49.2,0.09,
19382,52,9,68.48,8,0.01,3,0,0.09,
23034,59,56,0,5,2.01,339,0,0.09,
23036,60,58,0,5,2.39,366,0,0.09,
23053,58,57,0,5,1.95,327,0,0.09,
35160,390,141,0,14,11,710,0,0.09,
35185,671,4,1.54,52,3.43,75,,0.09,
1235,81,4,12.61,159,0.04,339,0.7,0.08,0
5172,64,289,0,6,7.71,270,13.7,0.08,0
6500,312,0,0.36,6,0.21,72,0.8,0.08,0
6955,357,6,0.39,11,0.2,272,0,0.08,0
6971,980,0,10.03,107,5.3,800,13,0.08,0
8121,4,0,0.27,9,0.9,70,0,0.08,0
9090,1,0,11.79,28,0.29,103,1,0.08,0
9154,1,0,2.4,8,0.12,89,31.5,0.08,0
9253,2,0,6.1,4,0.21,53,1,0.08,0
9254,4,0,9.7,9,0.29,96,1.6,0.08,0
9256,5,0,12.1,5,0.28,66,0.7,0.08,0
9257,5,0,15.2,5,0.22,65,1.1,0.08,0
9315,14,0,13.54,14,0.6,278,20.6,0.08,0
11135,30,0,1.91,22,0.42,299,48.2,0.08,0
11178,3,0,2.5,4,0.42,213,6.4,0.08,0
11181,4,0,3.59,3,0.61,251,4.8,0.08,0
11215,17,0,1,181,1.7,401,31.2,0.08,0
11358,12,0,1.43,9,0.7,545,12.6,0.08,0
11411,317,0,0.2,9,0.65,400,18.4,0.08,0
11412,373,0,0.25,10,0.64,459,14,0.08,0
11594,107,0,1.18,18,0.38,5,10.5,0.08,0
11775,240,0,3.59,3,0.61,251,4.8,0.08,0
11895,343,0,1.18,18,0.38,5,10.5,0.08,0
18079,732,0,6.2,183,4.83,196,0,0.08,0
18112,813,0,49.54,97,1.93,149,0,0.08,0
18135,665,0,48.95,77,1.36,72,0,0.08,0
18338,483,0,0.18,11,3.21,74,0,0.08,0
19322,"1,040",0,64,8,0.72,96,0.3,0.08,0
21412,54,16,24.37,135,0.27,208,0.9,0.08,0
42185,81,4,12.61,159,0.04,339,0.7,0.08,0
44260,"4,250",0,0.9,143,0.38,30,0,0.08,0
1012,364,17,2.67,83,0.07,104,0,0.08,0.1
1107,17,14,6.89,32,0.03,51,5,0.08,0.1
5314,323,59,0,4,0.36,282,0,0.08,0.1
13285,65,104,0,14,3.19,306,0,0.08,0.1
13351,73,93,0,14,3.31,314,0,0.08,0.1
13823,81,81,0,20,2.42,351,0,0.08,0.1
23082,63,99,0,13,3.36,360,0,0.08,0.1
23099,62,99,0,14,2.68,262,0,0.08,0.1
